station,cc_month,rmse_month,mae_month,bias_month,cc_daily,rmse_daily,mae_daily,bias_daily
51053.pkl,0.7148537880028342,0.34442286526981414,0.26433937953546266,59.25411259768707,0.24059220050663033,2.4837442586925444,0.9804338701884361,inf
51059.pkl,0.7045148697714414,0.38158175816430706,0.2872576948411919,49.25624006163604,0.23004499358205094,2.3554071496772364,1.0310457474226804,inf
51060.pkl,0.6770217296925422,0.3975635410987711,0.31398883488007734,inf,0.25488833619589507,2.1056250120171165,0.8440085359961347,inf
51068.pkl,0.737184049271532,0.7069888215163282,0.5436251514897764,inf,0.26326414453541686,2.50227226469296,0.9711034627154131,inf
51076.pkl,0.7651768555285842,0.3163108176370385,0.22529189298800723,27.386263526100734,0.2994852509302897,2.340815705839205,0.8793903043968433,inf
51087.pkl,0.6545150707867559,0.4176666020377951,0.2669675301117852,48.81779181631084,0.29922565099170645,2.529460396849842,0.785978788854888,inf
51133.pkl,0.8215876093879915,0.346410751937571,0.2388405616249095,7.07094960532737,0.3984396457243322,2.705917546942029,1.1058885488806571,inf
51156.pkl,0.75728213319999,0.36884207256137647,0.25165020900388335,inf,0.28992143438149787,2.0063159358835905,0.701612997262039,inf
51186.pkl,0.7484285271245392,0.3727451285378108,0.24101914288908002,inf,0.2537508205323355,2.4773841073865737,0.724904574742268,inf
51238.pkl,0.7436913526173248,0.39163859406306034,0.29302155234470506,inf,0.2665270885514414,2.594522818951041,0.9681015944596555,inf
51241.pkl,0.8900222841233026,0.3466272967644207,0.2354616931718924,23.05272487629428,0.34714851526075347,2.5981206666322065,1.0041759864712514,inf
51243.pkl,0.8571555864180078,0.2735483448913227,0.19993685331715183,inf,0.31935319842707555,1.9395810730616294,0.6485643742953777,inf
51288.pkl,0.920789938722667,0.21079380999109046,0.14781063489466975,inf,0.2607695979521534,2.366672352107019,0.7585338756443298,inf
51330.pkl,0.4965020428597394,0.6390865212658483,0.47307618669306806,371.8983288886883,0.17656766716092298,2.9418101573196536,1.1705399967783503,inf
51334.pkl,0.8103406841074577,0.287859188658961,0.22760914735898066,inf,0.3250011616561082,1.7732653092905173,0.645681075857626,inf
51346.pkl,0.6041876368833132,0.39968099350229896,0.2947064306382546,inf,0.297982962253849,2.321696926790037,0.8344288820876289,inf
51358.pkl,0.6402018510601512,0.39983316450840634,0.3013090247567325,inf,0.3394022389209044,2.3349049080337823,0.8701156733247424,inf
51365.pkl,0.6653904671136158,0.3633898177457702,0.2605289661481946,77.0180288000482,0.25208579156486605,2.111361345142036,0.7152873550257731,inf
51367.pkl,0.6643352968300377,0.3733598066764477,0.2750616124929764,inf,0.2785396652512925,2.2083628124741557,0.8056582058302464,inf
51379.pkl,0.8958712696788977,0.237543628908223,0.17087513364782322,inf,0.2439590075941717,2.405701533565665,0.756340931056701,inf
51431.pkl,0.6573036458596588,0.5678912584893134,0.40229568690156825,1.2648302745756104,0.2534120694631528,3.2207029901073567,1.2050093105670103,inf
51433.pkl,0.7741224220976862,0.7778981319064296,0.5832654737121026,-41.945009278050485,0.3562475771689867,3.3863237251017773,1.3161049130154638,inf
51437.pkl,0.8076112675975884,0.7656405817655852,0.5783851957616566,8.40359420120625,0.22279964956043719,4.048289106652215,1.779102013530928,inf
51463.pkl,0.8124709843609011,0.5068416658690438,0.36592717124224555,inf,0.24907467029602748,3.2845541153043527,1.0986323775773197,inf
51467.pkl,0.9794696226503914,0.4254297871916408,0.23086727504442636,inf,0.3996143064319162,2.781255679337709,0.6995299452319587,inf
51469.pkl,0.8542506865712095,1.0009890186307042,0.7201601909944547,-47.16386110002787,0.2627896234480105,3.5613527724022935,1.4476391528426478,inf
51470.pkl,0.8126626663752167,1.608978690340225,1.0603531452846249,-48.0247728714245,0.26775849373419025,5.860360661299965,1.8148937349009502,inf
51477.pkl,0.898271711749813,0.16967112284288882,0.10807637891177978,inf,0.3089905823447052,1.416163333305338,0.348207843453052,inf
51495.pkl,0.8255894389140135,0.19080332690459564,0.12319079913852822,inf,0.27696919428670463,0.8343036934451764,0.19556723582474228,inf
51526.pkl,0.8809331547235696,0.11385582512277419,0.06570171857749403,inf,0.27024797212372664,1.034142900455138,0.2541255113544854,inf
51542.pkl,0.5388140110418139,0.8497471177475345,0.5323486730133284,366.956120758736,0.2959574374466611,2.765478663948385,1.0204609437912706,inf
51567.pkl,0.7595340006569709,0.32039981946080187,0.19016055743802898,inf,0.32360936718980327,1.674453022160025,0.4067213399903366,inf
