station,cc_month,rmse_month,mae_month,bias_month,cc_daily,rmse_daily,mae_daily,bias_daily
51053.pkl,0.713413978818423,0.35332372576003235,0.22229204407013084,70.3042854897306,0.7703020068261511,1.2893760234609555,0.4791995490417137,inf
51059.pkl,0.6128549119400345,0.41556007212398655,0.2957951469056292,8.989874864396644,0.6183082686735182,1.5430591655128445,0.5761356314432989,inf
51060.pkl,0.7145981504349423,0.30756699968741197,0.21220596699933217,inf,0.7169777087003155,1.1204005205557466,0.4370993718795297,inf
51068.pkl,0.730684258587337,0.2523257489160466,0.16107262115079626,inf,0.7636098141887335,0.9044345750064313,0.33386052504429053,inf
51076.pkl,0.7908443168246259,0.3034703451512226,0.1720154218713811,43.17063383811238,0.8244971902642518,1.213155939899902,0.3632694475760992,inf
51087.pkl,0.754062044356924,0.3399612262906841,0.20780779894456855,102.06814836249131,0.7616951772335995,1.4768348254380619,0.47447576099210825,inf
51133.pkl,0.807678497431681,0.40082305480042907,0.28427014804809575,51.96793029805337,0.7863004361842171,1.690214034388011,0.6172910291512322,inf
51156.pkl,0.8475472153444817,0.34785695854469956,0.23929976350940818,inf,0.707742739788167,1.29250557894569,0.4953696247382832,inf
51186.pkl,0.8235024209847157,0.30367817789396123,0.16251195669220597,inf,0.80543559703115,1.2879969764483945,0.3538724226804124,inf
51238.pkl,0.7534129511708355,0.38982825309627234,0.2590767362376912,inf,0.6160369852757132,1.9608344567530793,0.6684522467386053,inf
51241.pkl,0.8677795077829279,0.5740673234501332,0.4068467082420658,64.87788353759554,0.7905015555224374,1.7023321804610505,0.6689692382026091,inf
51243.pkl,0.804895838760135,0.4260613917972082,0.29455395843914134,inf,0.6763685793133223,1.2750162997641235,0.5287244322757289,inf
51288.pkl,0.8988618677715698,0.42097609191513624,0.3071640859903472,inf,0.8388237123819988,1.3979234127492004,0.4684262242268041,inf
51330.pkl,0.874642001452852,1.0169325995735847,0.7280971686041862,262.44469338773695,0.742906168159107,2.640779728432104,1.0102722293814435,inf
51334.pkl,0.6763884806715413,0.6003314209073499,0.4414674264589039,inf,0.5806806495906005,1.4548987674675775,0.6209792237075213,inf
51346.pkl,0.7139132059883186,0.4398951934165261,0.3123362167633089,inf,0.7476021475020999,1.523352440461768,0.5183972293814433,inf
51358.pkl,0.8341911255931441,0.2897846807608483,0.18832510199111163,inf,0.8339844441018076,1.290364987475273,0.3898759664948454,inf
51365.pkl,0.7589242105536917,0.3947707481286807,0.2964418613014357,233.203843251493,0.7495928564182561,1.385686855161371,0.465402706185567,inf
51367.pkl,0.7910104553678129,0.36837598336505817,0.2684723041422724,inf,0.8296655952586774,1.1930333690829986,0.4536092768561765,inf
